Text,Label
"What will you do now, I suppose?",Beatrice
"You're fine to do that, in fact. She would be delighted too, I suppose.",Beatrice
If your objections were what you really felt then I would give them some thought.,Subaru
"—What do you mean, in fact?",Beatrice
"—Don't, I suppose.",Beatrice
"Stop, probing in fact.",Beatrice
"How far do you intend to go in making idiots of people, I suppose...!",Beatrice
Idiots? That wasn't what I was tr...,Subaru
—,Subaru
—oe?,Subaru
"—a,",Beatrice
"—Wh,",Subaru
"...Now,",Beatrice
Finally...,Beatrice
Wai...,Subaru
"—u,",Beatrice
—ELSAAAAAAA!!,Subaru
Wh-y... the fuck're you alive. I was pretty damn sure I confirmed you dead...!,Subaru
"No way... you don't mean, your body's immortal...",Subaru
...Then would you like to pretend you hadn't seen her and overlook this?,Subaru
"Yeah, you fucking liar.",Subaru
Huh? —Ghbha!?,Subaru
...I don't wanna hear any lectures on life and death from you.,Subaru
—Beatrice.,Subaru
"Thh, hies...",Subaru
"No way... I, didn't die?",Subaru
"Elsa, 's...",Subaru
"Why, would... no, more importantly...",Subaru
—Rem.,Subaru
—,Subaru
"Why, did she leave... without killing me or Rem...?",Subaru
But then... why me...?,Subaru
"Anyway, for now...",Subaru
"But rationalize it as an ending world, and there's no point...",Subaru
"Hell, what?",Subaru
Huge—,Subaru
Hell is this...?,Subaru
Where did all the villagers go?,Subaru
Ultimately though it's probably just my self-satisfaction.,Subaru
"—Everyone's, gone.",Subaru
"No one's here so, nothing to do here. ...Have to, bury them quick.",Subaru
"...At least, have peace.",Subaru
"And I caused you problems, too. Thank you, for helping me.",Subaru
...There's no point being here anymore.,Subaru
Before that happens... yeah.,Subaru
Let's go back to SANCTUARY. —I miss Emilia.,Subaru
Seriously don't do this... what the fuck is going on!?,Subaru
"So cold that everything in front of you's white... only, bad premonitions here. Patrasche.",Subaru
"Hey, Patrasche?",Subaru
Patrasche!,Subaru
"Patrasche. I'm sorry but could you leave the for... no, return all the way to the mansion?",Subaru
The road to SANCTUARY's dead ahead... yeah?,Subaru
"What happened here, Emilia...",Subaru
—,Subaru
"—au,",Subaru
"Lewes, -san?",Subaru
—,Lewes
"Perf, ect timin... Please guide, me to SANCTUARY.",Subaru
Garfiel.,Subaru
"Eh? Hell's Ram doin' with... no, that ain't Ram. Eh? What's goin' on here? Who's she?",Garfiel
What do you mean she isn't going to listen to me?,Subaru
The command right transfers that easily?,Subaru
Th'point 's ya just touch it. S'the same damn thing 's what you musta did.,Garfiel
It was really considerate of you to go out of your way to welcome me.,Subaru
"Okay, yeah. ...So, kinda asking point-blank here.",Subaru
—Is Emilia doing this?,Subaru
"Ain't got any clue. 'Cause after all, she ain't comin' outta th'tomb.",Garfiel
She isn't coming out of the tomb?,Subaru
You know about Emilia's...!,Subaru
That expression 's fucking pathetic.,Garfiel
Wha—!?,Subaru
Y—Rem!,Subaru
"What're you, gonna... to Rem!",Subaru
"You get in the tomb. —And then, you pull the half-witch out.",Garfiel
You've sure got.. some rough treatment going here.,Subaru
Don't you do anything funny... with Rem.,Subaru
"So long's yer thinkin' t'follow my demands, I won't.",Garfiel
"Can we do something about their clothes? ...She looks so cold, I can't keep watching.",Subaru
How long has it been since Emilia went in?,Subaru
"From your position, I'm sure that's right. ...You couldn't go in and pull her out yourself?",Subaru
I can't go in th'tomb. There's a contract.,Garfiel
If I go in and ask Echidna... might find out.,Subaru
Don't do anything to Rem. —That's my condition.,Subaru
...Just go.,Garfiel
—,Subaru
Emilia.,Subaru
"Yes. You're right, Subaru. ...It's me.",Emilia
"Ss, war, sorr... lost, my strength...",Subaru
"E-Emilia... when I was away, um...",Subaru
—I was lonely.,Emilia
...Huh?,Subaru
"I was lonely, Subaru. —I mean, you left me behind.",Emilia
"Au... no, that... you're wrong. Abandoning you, or whatever wasn't what I...",Subaru
Heehee.,Emilia
"Nooo need to explain so hard, I won't be angry. Subaru, silly, your face's so pale... hehee.",Emilia
E-Emilia...?,Subaru
Emilia... what happened with the TRIAL?,Subaru
Trial...,Emilia
Ah...,Subaru
"Emi, lia?",Subaru
—,Subaru
—,Subaru
—,Subaru
—,Subaru
—,Subaru
—,Subaru
—,Subaru
—,Subaru
—,Subaru
"And so, me too, I'll say it clearly. —I will state.",Emilia
—,Subaru
—,Subaru
"If you could think the same, about me... I'd be happy... yeah.",Emilia
—,Subaru
"Eheheh. Mm, mhm... I like you. Subaru... love you.",Emilia
"Ain't lookin' like she's gonna be showin' up from 'hind yer back, oi.",Garfiel
"No, she's not. Emilia's inside, sleeping right now.",Subaru
"Sleepin', huh?",Garfiel
—,Subaru
"—So well Emilia, she said she likes me.",Subaru
...,Garfiel
...,Garfiel
...,Garfiel
...Huh?,Garfiel
"Emilia, said that she likes me, that all she would ever need is me.",Subaru
—Y'fuckin'...,Garfiel
"...As, fucking if.",Subaru
"Eh? Can't hear ya, try speakin' cle...",Garfiel
—As fucking if Emilia would say she likes me!!,Subaru
—hk,Garfiel
"F-fuck're you goin' on about, oi.",Garfiel
There's no question whose fault it was. ...It's my fault.,Subaru
—Hha!?,Garfiel
You'll go in the tomb and bring Emilia out... will you? Are you actually able to?,Subaru
...What're you gettin' at.,Garfiel
"—You, fuck.",Garfiel
—hk,Garfiel
"Frederica told me you'd entered the tomb before. I know Lewes-san's been inside, too.",Subaru
"Th, at... snitch! Just leavin' th'place was't enough for her, she's toadyin' t'outsiders again!",Garfiel
I ain't allowin'—,Garfiel
—The one causing this snow is Roswaal.,Subaru
—,Garfiel
"Th, at's... another're, one're your convenient imagination...",Garfiel
The one binding you all to SANCTUARY's also probably Roswaal.,Subaru
"Did Frederica tell you that one, too?",Garfiel
—,Garfiel
Gotta go directly have his face eat a good whack.,Subaru
"—Why now, yooooou certainly doooooo look mad.",Roswaal
"Nooo, nooo.",Roswaal
"This is how it is when that is how it is, yooooou see, Subaru-kun?",Roswaal
"You're who's making it snow outside, Roswaal.",Subaru
—,Roswaal
Subaru-kun.,Roswaal
Yeah.,Subaru
—Did you hear about this from me?,Roswaal
—,Subaru
"Hhr, hrm.... Well then. Well then. Weeeeeelll then. ...Unfortunate.",Roswaal
"Not fuckin' denyin' it, oi?.",Garfiel
—You.,Garfiel
"Ram. Truly, an excellent servant you are.",Roswaal
"Yes, Roswaal-sama.",Ram
—,Subaru
—,Subaru
"Ghbn, bg...",Garfiel
—Hh?,Garfiel
Rauhz...,Ram
"Truly, an excellent servant you were.",Roswaal
"Ghh... Ros... Ra, hm... Ram, Ram, Ram, Ramramramramram!",Garfiel
—,Garfiel
Your transforming would truly be a nuisance.,Roswaal
Now—let us talk. Natsuki Subaru-kun.,Roswaal
"Wh, y...",Subaru
Hmmnm?,Roswaal
"Why, did you kill them... kill Ram? Garfiel's, killing Garfiel's... killing him was, necces...",Subaru
...,Subaru
"Noooooo, but that iiiiiiiiisn't it, Subaru-kun. Subaru-kun. Natsuki Subaru-kuuuuuuuun.",Roswaal
What do you want to say.,Subaru
You were waiting... for me to be standing here?,Subaru
"That only I... can under, stand.",Subaru
—,Subaru
"—Because they're recoverable, wooooooould be what you're thinking?",Roswaal
You...,Subaru
"...Won't, come.",Subaru
"Make sense... or no, before that!",Subaru
"You... noticed my—noticed, what's going on with me!?",Subaru
"—Silence is proven admission, is a phrase I wonder just whoooooo left to the ages.",Roswaal
Y—,Subaru
"You might've been frightened, of how revealing it would make others regard you.",Roswaal
—hk,Subaru
"—Seeing that reaction, iiiiiiiiit would seem that Beatrice fulfilled heeeeeer role.",Roswaal
"Role... you, about her... right.",Subaru
Then...!,Subaru
"Enviable, iiiiiiiindeed.",Roswaal
—Enviable?,Subaru
Yes.,Roswaal
—,Subaru
"Your... dearest wish, is...?",Subaru
—,Subaru
Why!!,Subaru
It's entirely obvious. —To isolate Emilia-sama.,Roswaal
"—Wh, haa?",Subaru
You...,Subaru
"Wait... wait.. wait, wait waitwaitwait...",Subaru
That—,Subaru
"Thinking to, kill me, then?",Subaru
Whe—?,Subaru
"—Everyone, inside!!",Subaru
I had thought the command right was in Garfiel's possession?,Roswaal
I was diving into where you the maybe-mastermind'd be. —Bolstered my playable cards.,Subaru
Now what are you planning to do wiiiiiiiiiith me surrounded?,Roswaal
—While indeed I am outnumbered.,Roswaal
—,Subaru
"You, using magic shouldn't be poss...",Subaru
"Wha—ghhu, gaaeh.",Subaru
Hhgg—,Subaru
"Rhouz, wahl... you're, asking over and over for me to REDO, but...",Subaru
"Hm? You have something important to say? Let's hear, let's hear.",Roswaal
"If that's right then, fine. But, if it is, then we could...",Subaru
—It doesn't appear that wiiiiiiiill be happening.,Roswaal
Goa.,Roswaal
"—No, way.",Subaru
Iiiiiii see. ...So this is how the end comes.,Roswaal
"Sizeable, hare...!!",Subaru
"But, it's still the fifth day... there should've been over half a day left!",Subaru
It's the snow.,Roswaal
Snow—!?,Subaru
Then...,Subaru
Th-the cathedral! We have to hurry to the cathedral!,Subaru
But! That's where...!,Subaru
Flee? Where? There's a barrier. The people of SANCTUARY cannot flee.,Roswaal
Th-that's...,Subaru
"Rho-Roswaal! If you slack... you couldn'tve, run out of mana...",Subaru
"It seems you're miiiiiiiiiisunderstanding something, Subaru-kun.",Roswaal
Ah?,Subaru
That's not... how humans think.,Subaru
"The time will come when you truly outdistance me, Subaru-kun.",Roswaal
Rhos...,Subaru
—,Subaru
"You do that, and—",Roswaal
ROSWAAAAAAL!!,Subaru
—Even you can be like me.,Roswaal
—,Subaru
"—eu, gkh,",Subaru
—Uawauh!,Subaru
"The, cathedral's!",Subaru
"—Wh, y?",Subaru
—,Subaru
"Even so, resisting to the end...",Subaru
"But, has Rem alone...",Subaru
—,Subaru
Emilia...,Subaru
"Risk yourselves, protect me. —Once we reach the tomb, do whatever you want.",Subaru
—,Lewes
"Then it was you, Subaru! Gosh, just where'd you go? I was worried.",Emilia
...Are you tired?,Emilia
"Yeah... might, little bit... tired.",Subaru
"Heehee, right. Ok then, ok then.",Emilia
"Now, here you go, Subaru.",Emilia
"...A, lap pillow.",Subaru
What number are we up to for me giving you a lap pillow?,Emilia
"Dunno. ...Third, maybe. Somehow always, when I'm drained ragged.",Subaru
"I have fun fiddling around with like, your hair, or your face, though. Liiike, fiddlefiddle.",Emilia
"Subaru, did you get a little lighter?",Emilia
—,Subaru
—,Subaru
a—,Subaru
Subaru—,Emilia
—,Subaru
...,Subaru
—,Subaru
...,Subaru
"What, I have to do is...",Subaru
—Emilia. Are you okay?,Subaru
Letting go's a no fucking thanks.,Subaru
"Roswaal, I—am not, going to be like you.",Subaru
'M gonna be borrowin' yer fer a bit.,Garfiel
Yer bas...,Garfiel
"You bastard, what did you see in the tomb... yeah?",Subaru
"Out of all the sayings you've said, there's the nastiest one, right there.",Subaru
Inside I took the TRIAL. I saw my past.,Subaru
"—! So y'did have th'fucking qualifications... Then, yr'results're...",Garfiel
Well you sure look pretty fucking relieved.,Subaru
Eh?,Garfiel
"Y'bastard, what 'n yr'past... no, what n'th' TRIAL did yer fuckin' hear?",Garfiel
"—! No, w... you, my...",Garfiel
...T'already know this much.,Garfiel
This's coming with my speculations too.,Subaru
"—Y'know, why won't you reattempt the TRIAL?",Subaru
—,Garfiel
I'm thinking to hopefully get your help.,Subaru
"—Do, n't say th's stupid crap.",Garfiel
You do realise that how that position crazy doesn't suit you?,Subaru
It ain't a thing of suit'n er not suitin'. 'S necessary so it's what I do.,Garfiel
"Even if I told you that outside, your help is necessary?",Subaru
"I've got mountains of things to think over... but,",Subaru
"This included, thinking over everything alone's gonna get me nowhere.",Subaru
Guess it's time to rely on you again...,Subaru
If you wish... that you want to know...,Subaru
—,Subaru
Right now... I should be meeting the requirements.,Subaru
"Counting on you, Echidna!",Subaru
"Really winging it on what spot and what formalities it needs, but...",Subaru
—,Subaru
—u?,Subaru
—,Subaru
"What in the world has... no, presently... Subaru-dono!",Wilhelm
"Subaru... Subaru... you, liar... you said we'd, be toge, ther...",Emilia
"Emilia-sama, I beg your forgiveness—!",Wilhelm
—,Wilhelm
Felis! Felix! Come quickly!! Emergency! Hurry!!,Wilhelm
"Hasten, Felix! A knife's stabbed his throat! Every second is critical!",Wilhelm
Felix! Why!? Why have you stopped healing!? Should this go on...,Wilhelm
"Why... why is this! Why, so easily... Subaru-dono, you were...!",Wilhelm
—Emilia-sama?,Wilhelm
—told me.,Emilia
Emilia-sama?,Wilhelm
And he told me he loved me!,Emilia
Fehl...,Wilhelm
"Subaru-dono, forgive me—!",Wilhelm
—Won't.,Wilhelm
Felix! Take Emilia-sama and leave immediately! I shall keep him stalled!,Wilhelm
"Feels irregular with short weapons,",Wilhelm
Felix! To Emilia-sama!,Wilhelm
"Spirit... Emilia-sama has, not possibly...",Wilhelm
"But! If we fight here and now, the casualties—",Wilhelm
"Violated your pledge, and froze my Lia's heart. —It's time enough I end you.",Puck
—,Subaru
—buh,Subaru
"I-inside the, tomb...",Subaru
"A daydream... 'd be, way too convenient. But, that was...",Subaru
"Ugh, bhh—",Subaru
"No way, the TRIAL? Not the past, the second one!?",Subaru
"This TRIAL's not as painful as the one to face your past, is what she said, but...",Subaru
—Wha!?,Subaru
"Emilia-sama, I ask you wipe his... wipe Subaru's face clean.",Julius
—,Emilia
"He would desire it not be I, but you. At very least, by your hands.",Julius
Suhba... rhu.,Emilia
"Why? How come Subaru, how come you, this...",Emilia
"Subaru-dono... I sincerely beg, for your forgiveness...",Wilhelm
"How come... even though this happened to you, for me, Subaru, you... why did you?",Emilia
I had wished to call you a friend.,Julius
"—Dggh, hwa! ...ah, aaaha, aaa!?",Subaru
"—ugh, guh!",Subaru
"Pretended not to notice, averted my eyes, and the payback... is this..?",Subaru
"—You're, kidding me.",Subaru
—,Beatrice
Beatrice-sama...,Ram
—Why?,Beatrice
"I, at least knew that... you aren't, they... but...",Beatrice
"Love, wonderful. —Truly, there's nothing to salvage.",Ram
Because it's unjust?,Puck
—Kh.,Puck
"Kh, kuku... Haha, huhahaha!",Puck
"You're a hero, Reinhardt. —A hero is all you can ever be.",Puck
You're going to regret taking Lia's life.,Puck
"Shut your prattle, you damned murderer. —If I just weren't bound by the contract, I...",Puck
Barusu was already under the curse's effects by then.,Ram
You beat him to death with your flail. —And brutally.,Emilia
Emilia-sama.,Ram
"That, would be...",Rem
—hk,Rem
"Emilia-sama, to where are you going?",Roswaal
Tantrum...?,Emilia
Ram.,Roswaal
"But, Roswaal-sama.",Ram
"It's fine. You can stay seated. Emilia-sama, my apologies for Ram.",Roswaal
This is what you're always like to me... but you're still saying nothing about Subaru...,Emilia
"Should this veer from the writ, then here... wooooooould be where my track ends.",Roswaal
Roswaal-sama...,Ram
"...Yes. Yes, Roswaal-sama.",Ram
Lead me to where Subaru is.,Emilia
"Emilia-sama, that would be...",Rem
"I'm sorry, Subaru. —I couldn't even do anything.",Emilia
"Suhba, rhu?",Emilia
"Why, is... Subaru, sleeping th... huh?",Emilia
Puck?,Emilia
You said different—ECHIDNAAA!!,Puck
"Puck! Wh-what should I... what should I do!? I-I'm... I mean Subaru, over there he's...!",Emilia
"No... dad, I'm scared...",Emilia
—Get your filthy hands away from my daughter!!,Puck
"Puck—a,",Emilia
Th... wh-why!,Emilia
"Lia, this's goodbye.",Puck
Wh...,Emilia
"I! On someone other than you, I...",Emilia
"—Goodbye. My most cherished in the world, cutest, lovely Emilia.",Puck
Wai—,Emilia
Wh—,Emilia
"Sorry for pushing you to this, Beatrice.",Puck
"Just sitting there quietly watching... pretty good manners for a religious crazy, huh.",Puck
—Yeah probably would.,Puck
"Well, nevermind it. You don't need to understand it... since anyway, you're dying here.",Puck
"Before I'm gone, you're gone. My partner in death's a religious nut, gross.",Puck
"I'm freezing your soul alongside. —I do that, and then what happens?",Puck
"Ahha—now there's the face I wanted to see, moron.",Puck
—,Subaru
...You're joking.,Subaru
You can't be here.,Subaru
—Rem.,Subaru
Yes. This is Subaru-kun's Rem.,Rem
Rehm...,Subaru
"Y , ou...",Subaru
"God you're amazing, Rem...",Subaru
"I appreciate that very much. You're incredible too, Subaru-kun.",Rem
"Do you feel all right? Are you, worn out?",Rem
Who knows... am I worn out? ...But I haven't done anything yet.,Subaru
Because I'm weak.,Subaru
—,Rem
Because my ability is lacking.,Subaru
—,Rem
Is there anybody... that I saved?,Subaru
Subaru-kun.,Rem
Subaru-kun.,Rem
How many times did I let you die? How many times do I... need to kill you?,Subaru
—Subaru-kun.,Rem
—,Rem
"Re, hm.",Subaru
"Everything is okay. You're okay, Subaru-kun.",Rem
"But, noth... nothing is, okay...",Subaru
You should... at me...!,Subaru
—I love you.,Rem
—,Subaru
"I love you, Subaru-kun. —And so everything is all okay.",Rem
"Th-at... isn't, an answer...",Subaru
"It must have been rough, Subaru-kun.",Rem
—,Subaru
"All alone, being this hurt... it must have been hard, Subaru-kun.",Rem
—hk,Subaru
You don't need to experience this sadness any more.,Rem
"All of your hurt, your pain, your weakness, I will shoulder as substitute.",Rem
...,Subaru
"Everything you willed to protect, to fight, to complete... I ask you will entrust to me.",Rem
...,Subaru
"...I,",Subaru
Please show me once again the Subaru-kun that I love.,Rem
—,Subaru
—,Subaru
—Subaru-kun?,Rem
—Who are you?,Subaru
Huh?,Rem
"I just asked, who are you?",Subaru
"Subaru-kun, what are you... asking who, is...",Rem
—,Rem
—,Rem
—,Rem
"—And say, stand up.",Subaru
She would not say 'rest now.',Subaru
"She would not say 'give up, task everything to me.'",Subaru
"Fuck off, you fake. —Don't goddamn coddle me wearing my Rem's face and voice!",Subaru
"Th-this, was, wasn't... what sh... she, t-told... me.",Rem
Ah?,Subaru
—,Rem
Who're you?,Subaru
"I-I'm the WITCH OF LUST.... Camilla. Ni... nice to, meet you... mm.",Rem
"This weird unexplained room... is in Echidna's dream, then.",Subaru
That's not really getting to the point or actually no before that...,Subaru
"I'm not gonna do that. Not gonna do it, but... what were you plotting with that?",Subaru
"Putting on Rem's shape, and standing in front of me! Is that what your power is!?",Subaru
Man transformation's a really orthodox power compared to the other witches.,Subaru
What?,Subaru
Do you... do you understand what the fuck it is you just did?,Subaru
Listen to me!!,Subaru
Can you not hear that I'm telling you to listen!!,Subaru
—!?,Subaru
"Aau—ah, hahhh?",Subaru
"Eghu, ghbah... ha, haa.",Subaru
"What th—what the fuck were you plotting, Echidna?",Subaru
—,Subaru
Echidna... tell me you didn't mean it.,Subaru
—,Subaru
—,Subaru
"...What were you trying to do, goading that witch on like that.",Subaru
...Why did you pull that?,Subaru
—,Subaru
...Get back to explaining.,Subaru
What?,Subaru
—,Subaru
No appetite for 'Chidna tea. ...But I will be getting a profitable conversation out of you.,Subaru
"So what was the second TRIAL, actually?",Subaru
—Do the alternate PRESENTS I saw actually exist?,Subaru
"What is it, Echidna. ...Please tell me.",Subaru
...,Subaru
...,Subaru
Th-then...,Subaru
Au...,Subaru
W-ways to confirm that would be...,Subaru
That was far removed from its heyday...?,Subaru
Did you know that'd fucking happen?,Subaru
—,Subaru
Envy...?,Subaru
"Th, at is...",Subaru
Switch?,Subaru
"—Is the Rem I eventually bring back, truly going to be the same Rem I want to save?",Subaru
"With this run-of-the-mill emotional logic, you're seriously... telling me to, fight...",Subaru
—,Subaru
"You, what're... what could you, about me...",Subaru
—,Subaru
There is no one who can forgive me.,Subaru
There is no one who can judge me.,Subaru
—There is no one who can validate me.,Subaru
—,Subaru
"Why, are you... trying so hard to do something for me?",Subaru
"Con, tract...?",Subaru
"We form this... say we formed this, what happens?",Subaru
"...You're dead, and so, aren't you incapable of interfering with reality?",Subaru
Are you hitting me with a surprise fast-lipped sales pitch?,Subaru
"Maybe, it wouldn't be so bad...",Subaru
How do you tie a contract?,Subaru
"Now, let's hope things're gonna start changing...",Subaru
Why're you here?,Subaru
"Well no. I'm not, but... I mean, Echidna's right there.",Subaru
"And so then... but, no, you...",Subaru
"Wh, aeh?",Subaru
—,Subaru
—Dhah!?,Subaru
"A, auh! Wai, this hurts this hurts this hurts... or not?",Subaru
A-and so that's why the aching over my body's... not.,Subaru
What the hell're you trying to do here...,Subaru
"No, but... saying detriments... something, that kind of serious...",Subaru
"Echidna. If we form the contract, you'll need compensation.",Subaru
"—Say, your, demand.",Subaru
"You're, not lying right?",Subaru
Minerva. This's what Echidna's telling me. And so what I'm doing is...,Subaru
Camilla... the WITCH OF LUST!,Subaru
The nasty eyes're inborn. I'm not making any specially harsh expression or anything.,Subaru
Hiding things?,Subaru
What've you all... what have you all been talking about!?,Subaru
Ultimately?,Subaru
"Do, whatev...",Subaru
"Echidna, if I contract you... without fail, you will take me to the optimum future, you said.",Subaru
Will your cooperating in getting me to the optimum future—use the optimum path?,Subaru
"For me to reach my desired destination, will you truly, help me the best you can?",Subaru
"Why're you saying nothing. Answer me, Echidna—no— WITCH OF GREED!",Subaru
—hk,Subaru
—,Subaru
Echidna.,Subaru
You're... going to use me?,Subaru
"It just, wasn't there...",Subaru
Was this your intention all along?,Subaru
"All your behaviour feels synthetic, it is superficial.",Subaru
You're actually not. You—You are someone who can't understand others' emotions.,Subaru
You're allowed to be angry here.,Subaru
"...In this situation, do you think I'll still readily consider a contract with you?",Subaru
There's one thing I wanted you ask you when I next saw you.,Subaru
"Once I hear this question's answer, I'll know if I can choose.",Subaru
"—You know about Beatrice, Echidna.",Subaru
"Then, who is THEY? What can I do to free her?",Subaru
"—Wh, ah?",Subaru
Even you don't know who it is Beatrice is waiting for?,Subaru
—,Subaru
Fundamental?,Subaru
—,Subaru
"—Th, at.",Subaru
—,Subaru
"What, do you think of that?",Subaru
Echidna... you are a witch.,Subaru
"An indecipherable, unfathomable aberration.",Subaru
I... I can't take your hand. I've already decided whose hand it is I'm taking.,Subaru
Yeah... the other witches don't compare.,Subaru
"Seen it a bunch of times now, but... what's the deal with this?",Subaru
—,Subaru
Why is she even here in the fir...,Subaru
—,Subaru
...,Subaru
...I don't understand what you're saying. What're all of you...,Subaru
Which one?,Subaru
—,Subaru
"Get over here... you can say that, but...",Subaru
And Minerva...,Subaru
"What she wants to do, and why she came here. So long as I don't know that...!",Subaru
"Just, fuck... you're thinking stupid here, me...",Subaru
—,Subaru
—,Subaru
...,Subaru
—hk,Subaru
"What, really... are you? What do you want with me?",Subaru
"If you're the one giving me the power to redo... why, is that...",Subaru
—Ah?,Subaru
—,Subaru
Stop...,Subaru
Please stop...,Subaru
I told you to fucking stop!,Subaru
What!?,Subaru
—,Subaru
Sickening... unrepaid...?,Subaru
You! Are! Who did this to me!,Subaru
"Hopeless, situations...",Subaru
"Y , ou... that...",Subaru
"Fuck... are you, saying.",Subaru
"If we can welcome the future, without losing anyone, then... hk",Subaru
"...Rem is, gone.",Subaru
I have to believe... I have to believe there's some way I can do something...,Subaru
I! Don't want to lose anyone like how I lost Rem any more—!,Subaru
—,Subaru
—,Subaru
"—ghh, bhg",Subaru
"I don't, wanna die...",Subaru
My...,Subaru
"...But, the second TRIAL was my mistakes, the sins I committed.",Subaru
—hw,Subaru
—,Subaru
Seriously... just what are you all.,Subaru
...I don't know.,Subaru
"I have just, no idea what to do any more.",Subaru
Echidna.,Subaru
I'm afraid of being hurt.,Subaru
"And so, your hand which presupposes sacrifices—I can't take anymore.",Subaru
...huh?,Subaru
Echidna?,Subaru
...You guys are all a bunch beyond anything I can understand.,Subaru
RETURN BY DEATH is an option available to me... is what this all is?,Subaru
"Yeah. Compared to dying, it's nothing.",Subaru
"—Back outside, then.",Subaru
—,Subaru
—,Subaru
"—I,",Subaru
—,Subaru
"I, no matter what—",Subaru
—Will save you.,Subaru
...You.,Subaru
"But I was inside... why'm, outside?",Subaru
"That said, really doubt I crawled out myself, so who the...",Subaru
Well hello Natsuki-san. What is it you're doing out here?,Otto
Not unrelated to me?,Subaru
"And since she came to me, you're relaxed on that front.",Subaru
No leisure time for that. I didn't even hang out with her 'cept to give her her food...,Subaru
—,Subaru
Patrasche...,Subaru
Did you drag me out of the tomb?,Subaru
"Did, you seriously get yourself injured to pull me out?",Subaru
Otto.,Subaru
"Can you, please ask Patrasche why she helped me?",Subaru
"Honestly speaking, I'm not especially inclined, Natsuki-san.",Otto
"Don't say that, just please.",Subaru
"...Yeah, you got it.",Subaru
—,Subaru
"How about we flip this, you seriously think I look like I'm in a state to be joking?",Subaru
—,Subaru
"Stop teasing. I'm begging, please tell me.",Subaru
"Right, here it is. I've chosen the words that, probably, are the closet I can figure.",Otto
Right... and Patrasche was?,Subaru
"Ermm, SURELY YOU WOULDN'T MAKE ME SAY IT, is about what I have.",Otto
—wha?,Subaru
DON'T MAKE ME SAY IT... what's that...,Subaru
Listening?,Otto
Auh—,Subaru
"Ri, ght.. you, like me.",Subaru
"You love me, and that's why you're, here for me.",Subaru
"Oeu, awuh...",Subaru
Natsuki-san?,Otto
"Crying because you recognized your dragon is attached to you, Natsuki-san this...",Otto
"Didn't think I'd be getting the lesson from you. —Thank you, Patrasche.",Subaru
"Yeah, that helped a ton, thank you. ...am I alright?",Subaru
"Right, yeah. You... or, no.",Subaru
...What is it?,Otto
"Just remembered. Yeah, remembered. Remembered.",Subaru
"You get in danger, and you're zipping off ramshackle... huh.",Subaru
You wouldn't run.,Subaru
—Weh?,Otto
"—You wouldn't leave me and run, Otto.",Subaru
"Because, Otto. —You're my friend.",Subaru
Not gonna be getting any more help from Echidna now...,Subaru
"Treat yourself dearly, I mean it's fine saying it, but...",Subaru
Rely on those who think dearly of you... but how am I supposed to do that....,Subaru
—I goddamn said this isn't the time to be thinking about this.,Subaru
Garfiel's scared of the outside world... huh.,Subaru
—,Subaru
Mulling over it won't get me anywhere. ...I just have to do the things I can do.,Subaru
—,Subaru
—!?,Subaru
"Ghb, ghkk, haah, bahgh, uehgh",Subaru
"Aeu, uhg, what was, that?",Subaru
"What, is...",Subaru
"That shouldn't be... I mean, then that...",Subaru
Haah... haahh... hahh...,Subaru
"That, asshole...",Subaru
And that glimmer of hope is..!,Subaru
"Revoking my qualifications... you said nothing about this, ECHIDNAAA!!",Subaru
"So no, it wasn't my imagination or any kind of mistake...",Subaru
Saying to put Emilia through it... I think?,Subaru
"What do I do, what do I do, whatdoidowhatdoIdowhaddaIdowhat...",Subaru
Iiiiiiii certainly didn't expect for you to be visiting so late aaaaaaat night.,Roswaal
"Ahaaaa, how haaaaaarsh. But, well, yooooooou're not wrong in the slightest.",Roswaal
—,Roswaal
Subaru-kun. —What attempt are you currently on?,Roswaal
"Well, who could say.",Subaru
Right now in the middle of some trial and error. Kinda wanting your cooperation.,Subaru
Iiiiiiii see... that is indeed an answer tooooo my liking.,Roswaal
It's Echidna's barrier...,Subaru
"Aahaaaaaa, that dooooooes speed matters up.",Roswaal
Another opportunity? Why are you back tooooooo saying this?,Roswaal
Just try thinking about it.,Subaru
Doubts?,Subaru
Indeed.,Roswaal
"I kinda think this's changing track of the conversation, but...",Subaru
Hm? Yeeeeees?,Roswaal
Is there a reason for you to unconditionally want SANCTUARY freed?,Subaru
—,Roswaal
Noooooooow why is it you think that?,Roswaal
"Say why or say whatever,",Subaru
Actually I would like to ask you.,Roswaal
But?,Roswaal
I don't wanna see Emilia's heart wounded from challenging that TRIAL.,Subaru
"Nh, guh...",Subaru
That's not..!,Subaru
"...What you're saying's, in a sense, probably correct, Roswaal.",Subaru
In a sense?,Roswaal
Not enough...,Roswaal
—,Roswaal
...It seeeeeeeems your methods for polishing your resolve yet remain iiiiiiiinsufficient.,Roswaal
I wonder just how many more times... are you going tooooooo discourage me.,Roswaal
"Your, goal...",Subaru
...What's a way I can demonstrate my resolve that'll convince you?,Subaru
Is non-existent.,Roswaal
...That thing?,Subaru
"And you still think Emilia can't... then why, so then why did you bring her!?",Subaru
"I'm... the strongest, card?",Subaru
—hk!,Subaru
"Fine, yeah, I get what you're saying! But y'know! Your plan's still going nowhere!",Subaru
"Hm, and what would you...",Roswaal
"—Revoked, your qualifications?",Roswaal
What could it mean...,Roswaal
What could it? ...It means what it means.,Subaru
